Id,DrivetrainID,Level,IsStock,ManufacturerID,MassDiff,Price,FrontLimitedSlipTorqueAccel,FrontLimitedSlipTorqueDecel,FrontLimitedSlipRelVelClamp,FrontLimitedSlipAccelDefInputTorque,RearLimitedSlipTorqueAccel,RearLimitedSlipTorqueDecel,RearLimitedSlipRelVelClamp,RearLimitedSlipAccelDefInputTorque,CenterLimitedSlipTorqueAccel,CenterLimitedSlipTorqueDecel,CenterLimitedSlipRelVelClamp,CenterLimitedSlipAccelDefInputTorque,RearToqueSplit,TCProfileID,DifferentialProfileID
521006,521,6,0,54,0.0,2500,0.1,0.0,75.0,0.5,1.0,0.0,37.5,0.5,0.125,0.025,125.0,0.5,0.8,5,5
521007,521,7,0,54,0.0,2500,1.0,1.0,75.0,0.5,1.0,1.0,37.5,0.5,1.0,1.0,125.0,0.5,0.5,6,6
522000,522,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.45,0.2,90.0,0.6,0.0,0.0,0.0,0.0,1.0,1,2
522002,522,2,0,118,0.0,1500,0.0,0.0,0.0,0.0,0.525,0.25,90.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
522003,522,3,0,118,0.0,2250,0.0,0.0,0.0,0.0,0.25,0.45,90.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
522005,522,5,0,118,0.0,2500,0.0,0.0,0.0,0.0,0.65,0.15,90.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
522006,522,6,0,118,0.0,2500,0.0,0.0,0.0,0.0,0.875,0.075,90.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
522007,522,7,0,118,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,90.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
527000,527,2,1,0,0.0,0,0.0,0.0,0.0,0.0,0.525,0.225,90.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
527003,527,3,0,142,0.0,2250,0.0,0.0,0.0,0.0,0.3,0.5,90.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
527005,527,5,0,142,0.0,2500,0.0,0.0,0.0,0.0,0.7,0.175,90.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
527006,527,6,0,142,0.0,2500,0.0,0.0,0.0,0.0,0.9,0.125,90.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
527007,527,7,0,142,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,90.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
556000,556,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.1,10.0,0.1,0.0,0.0,0.0,0.0,1.0,7,1
556002,556,2,0,142,0.0,1500,0.0,0.0,0.0,0.0,0.35,0.175,10.0,0.1,0.0,0.0,0.0,0.0,1.0,2,2
556003,556,3,0,142,0.0,2250,0.0,0.0,0.0,0.0,0.25,0.425,10.0,0.1,0.0,0.0,0.0,0.0,1.0,3,3
556005,556,5,0,142,0.0,2500,0.0,0.0,0.0,0.0,0.625,0.15,10.0,0.1,0.0,0.0,0.0,0.0,0.6,4,4
556006,556,6,0,142,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.075,10.0,0.1,0.0,0.0,0.0,0.0,0.8,5,5
556007,556,7,0,142,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,10.0,0.1,1.0,1.0,0.0,0.0,0.5,6,6
557000,557,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.275,0.1,20.0,0.2,0.0,0.0,0.0,0.0,1.0,7,1
557002,557,2,0,235,0.0,1500,0.0,0.0,0.0,0.0,0.375,0.175,20.0,0.2,0.0,0.0,0.0,0.0,1.0,2,2
557003,557,3,0,235,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.4,20.0,0.2,0.0,0.0,0.0,0.0,1.0,3,3
557005,557,5,0,235,0.0,2500,0.0,0.0,0.0,0.0,0.6,0.15,20.0,0.2,0.0,0.0,0.0,0.0,0.6,4,4
557006,557,6,0,235,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.05,20.0,0.2,0.0,0.0,0.0,0.0,0.8,5,5
557007,557,7,0,235,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,20.0,0.2,1.0,1.0,0.0,0.0,0.5,6,6
575000,575,1,1,0,0.0,0,0.1,0.1,75.0,0.5,0.65,0.125,37.5,0.5,0.2,0.1,125.0,0.5,0.7,2,2
575002,575,2,0,54,0.0,1500,0.125,0.1,75.0,0.5,0.75,0.125,37.5,0.5,0.225,0.1,125.0,0.5,0.7,2,2
575003,575,3,0,54,0.0,2250,0.125,0.1,75.0,0.5,0.3,0.25,37.5,0.5,0.15,0.075,125.0,0.5,0.7,3,3
575005,575,5,0,54,0.0,2500,0.275,0.075,75.0,0.5,1.0,0.075,37.5,0.5,0.625,0.15,125.0,0.5,0.6,4,4
575006,575,6,0,54,0.0,2500,0.1,0.0,75.0,0.5,1.0,0.0,37.5,0.5,0.125,0.05,125.0,0.5,0.8,5,5
575007,575,7,0,54,0.0,2500,1.0,1.0,75.0,0.5,1.0,1.0,37.5,0.5,1.0,1.0,125.0,0.5,0.5,6,6
577000,577,3,1,1,0.0,0,0.0,0.0,0.0,0.0,0.325,0.6,140.0,0.7,0.0,0.0,0.0,0.0,1.0,3,3
577005,577,5,0,445,0.0,2500,0.0,0.0,0.0,0.0,0.725,0.225,140.0,0.7,0.0,0.0,0.0,0.0,0.6,4,4
577006,577,6,0,445,0.0,2500,0.0,0.0,0.0,0.0,0.925,0.175,140.0,0.7,0.0,0.0,0.0,0.0,0.8,5,5
577007,577,7,0,445,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,140.0,0.7,1.0,1.0,0.0,0.0,0.5,6,6
587000,587,1,1,0,0.0,0,0.1,0.075,60.0,0.4,0.65,0.125,30.0,0.4,0.175,0.1,100.0,0.4,0.6,1,2
587002,587,2,0,121,0.0,1500,0.1,0.1,60.0,0.4,0.75,0.125,30.0,0.4,0.225,0.1,100.0,0.4,0.6,2,2
587003,587,3,0,121,0.0,2250,0.15,0.1,60.0,0.4,0.35,0.275,30.0,0.4,0.175,0.075,100.0,0.4,0.6,3,3
587005,587,5,0,121,0.0,2500,0.275,0.075,60.0,0.4,1.0,0.1,30.0,0.4,0.65,0.175,100.0,0.4,0.6,4,4
587006,587,6,0,121,0.0,2500,0.1,0.0,60.0,0.4,1.0,0.025,30.0,0.4,0.15,0.05,100.0,0.4,0.8,5,5
587007,587,7,0,121,0.0,2500,1.0,1.0,60.0,0.4,1.0,1.0,30.0,0.4,1.0,1.0,100.0,0.4,0.5,6,6
604000,604,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.225,90.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
604002,604,2,0,25,0.0,1500,0.0,0.0,0.0,0.0,0.55,0.25,90.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
604003,604,3,0,25,0.0,2250,0.0,0.0,0.0,0.0,0.275,0.475,90.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
604005,604,5,0,25,0.0,2500,0.0,0.0,0.0,0.0,0.675,0.175,90.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
604006,604,6,0,25,0.0,2500,0.0,0.0,0.0,0.0,0.9,0.1,90.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
604007,604,7,0,25,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,90.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
617000,617,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.375,0.175,60.0,0.4,0.0,0.0,0.0,0.0,1.0,1,2
617002,617,2,0,0,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.2,60.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
617003,617,3,0,0,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.4,60.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
617005,617,5,0,0,0.0,2500,0.0,0.0,0.0,0.0,0.6,0.125,60.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
617006,617,6,0,0,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.05,60.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
617007,617,7,0,0,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,60.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
618000,618,1,1,0,0.0,0,0.075,0.075,60.0,0.4,0.675,0.1,30.0,0.4,0.175,0.075,100.0,0.4,0.5,2,2
618002,618,2,0,121,0.0,1500,0.1,0.075,60.0,0.4,0.775,0.125,30.0,0.4,0.2,0.075,100.0,0.4,0.5,2,2
618003,618,3,0,121,0.0,2250,0.125,0.05,60.0,0.4,0.375,0.25,30.0,0.4,0.175,0.05,100.0,0.4,0.5,3,3
618005,618,5,0,121,0.0,2500,0.25,0.05,60.0,0.4,1.0,0.075,30.0,0.4,0.65,0.1,100.0,0.4,0.6,4,4
618006,618,6,0,121,0.0,2500,0.1,0.0,60.0,0.4,1.0,0.0,30.0,0.4,0.125,0.0,100.0,0.4,0.8,5,5
618007,618,7,0,121,0.0,2500,1.0,1.0,60.0,0.4,1.0,1.0,30.0,0.4,1.0,1.0,100.0,0.4,0.5,6,6
621000,621,1,1,0,0.0,0,0.125,0.1,90.0,0.6,0.775,0.125,45.0,0.6,0.225,0.1,150.0,0.6,0.6,1,2
621002,621,2,0,569,0.0,1500,0.125,0.1,90.0,0.6,0.9,0.15,45.0,0.6,0.275,0.125,150.0,0.6,0.6,2,2
621003,621,3,0,569,0.0,2250,0.15,0.1,90.0,0.6,0.375,0.275,45.0,0.6,0.2,0.075,150.0,0.6,0.6,3,3
621005,621,5,0,569,0.0,2500,0.3,0.075,90.0,0.6,1.0,0.1,45.0,0.6,0.7,0.175,150.0,0.6,0.6,4,4
621006,621,6,0,569,0.0,2500,0.1,0.0,90.0,0.6,1.0,0.025,45.0,0.6,0.15,0.05,150.0,0.6,0.8,5,5
621007,621,7,0,569,0.0,2500,1.0,1.0,90.0,0.6,1.0,1.0,45.0,0.6,1.0,1.0,150.0,0.6,0.5,6,6
622000,622,1,1,0,0.0,0,0.075,0.075,60.0,0.4,0.65,0.1,30.0,0.4,0.175,0.075,100.0,0.4,0.55,1,2
622002,622,2,0,121,0.0,1500,0.1,0.075,60.0,0.4,0.75,0.125,30.0,0.4,0.2,0.075,100.0,0.4,0.55,2,2
622003,622,3,0,121,0.0,2250,0.125,0.05,60.0,0.4,0.35,0.25,30.0,0.4,0.175,0.05,100.0,0.4,0.55,3,3
622005,622,5,0,121,0.0,2500,0.25,0.05,60.0,0.4,1.0,0.075,30.0,0.4,0.625,0.1,100.0,0.4,0.6,4,4
622006,622,6,0,121,0.0,2500,0.1,0.0,60.0,0.4,1.0,0.0,30.0,0.4,0.125,0.0,100.0,0.4,0.8,5,5
622007,622,7,0,121,0.0,2500,1.0,1.0,60.0,0.4,1.0,1.0,30.0,0.4,1.0,1.0,100.0,0.4,0.5,6,6
633000,633,1,1,0,0.0,0,0.075,0.075,60.0,0.4,0.625,0.1,30.0,0.4,0.175,0.075,100.0,0.4,0.6,2,2
633002,633,2,0,294,0.0,1500,0.1,0.075,60.0,0.4,0.725,0.125,30.0,0.4,0.2,0.075,100.0,0.4,0.6,2,2
633003,633,3,0,294,0.0,2250,0.125,0.05,60.0,0.4,0.325,0.25,30.0,0.4,0.15,0.05,100.0,0.4,0.6,3,3
633005,633,5,0,294,0.0,2500,0.25,0.05,60.0,0.4,1.0,0.075,30.0,0.4,0.6,0.1,100.0,0.4,0.6,4,4
633006,633,6,0,294,0.0,2500,0.1,0.0,60.0,0.4,1.0,0.0,30.0,0.4,0.125,0.0,100.0,0.4,0.8,5,5
633007,633,7,0,294,0.0,2500,1.0,1.0,60.0,0.4,1.0,1.0,30.0,0.4,1.0,1.0,100.0,0.4,0.5,6,6
636000,636,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.425,0.175,75.0,0.5,0.0,0.0,0.0,0.0,1.0,2,2
636002,636,2,0,238,0.0,1500,0.0,0.0,0.0,0.0,0.475,0.2,75.0,0.5,0.0,0.0,0.0,0.0,1.0,2,2
636003,636,3,0,238,0.0,2250,0.0,0.0,0.0,0.0,0.25,0.375,75.0,0.5,0.0,0.0,0.0,0.0,1.0,3,3
636005,636,5,0,238,0.0,2500,0.0,0.0,0.0,0.0,0.625,0.125,75.0,0.5,0.0,0.0,0.0,0.0,0.6,4,4
636006,636,6,0,238,0.0,2500,0.0,0.0,0.0,0.0,0.875,0.05,75.0,0.5,0.0,0.0,0.0,0.0,0.8,5,5
636007,636,7,0,238,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,75.0,0.5,1.0,1.0,0.0,0.0,0.5,6,6
650000,650,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.3,0.475,120.0,0.6,0.0,0.0,0.0,0.0,1.0,2,3
650002,650,2,0,0,0.0,1500,0.0,0.0,0.0,0.0,0.675,0.325,120.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
650003,650,3,0,0,0.0,2250,0.0,0.0,0.0,0.0,0.4,0.625,120.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
650005,650,5,0,0,0.0,2500,0.0,0.0,0.0,0.0,0.825,0.225,120.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
650006,650,6,0,0,0.0,2500,0.0,0.0,0.0,0.0,0.95,0.2,120.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
650007,650,7,0,0,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,120.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
664000,664,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.475,0.225,90.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
664002,664,2,0,268,0.0,1500,0.0,0.0,0.0,0.0,0.55,0.25,90.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
664003,664,3,0,268,0.0,2250,0.0,0.0,0.0,0.0,0.275,0.475,90.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
664005,664,5,0,268,0.0,2500,0.0,0.0,0.0,0.0,0.65,0.175,90.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
664006,664,6,0,268,0.0,2500,0.0,0.0,0.0,0.0,0.875,0.1,90.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
664007,664,7,0,268,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,90.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
672000,672,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.4,0.175,75.0,0.5,0.0,0.0,0.0,0.0,1.0,1,2
672002,672,2,0,118,0.0,1500,0.0,0.0,0.0,0.0,0.45,0.2,75.0,0.5,0.0,0.0,0.0,0.0,1.0,2,2
672003,672,3,0,118,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.35,75.0,0.5,0.0,0.0,0.0,0.0,1.0,3,3
672005,672,5,0,118,0.0,2500,0.0,0.0,0.0,0.0,0.6,0.125,75.0,0.5,0.0,0.0,0.0,0.0,0.6,4,4
672006,672,6,0,118,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.025,75.0,0.5,0.0,0.0,0.0,0.0,0.8,5,5
672007,672,7,0,118,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,75.0,0.5,1.0,1.0,0.0,0.0,0.5,6,6
673000,673,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.225,0.075,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
673002,673,2,0,118,0.0,1500,0.0,0.0,0.0,0.0,0.375,0.15,30.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
673003,673,3,0,118,0.0,2250,0.0,0.0,0.0,0.0,0.175,0.3,30.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
673005,673,5,0,118,0.0,2500,0.0,0.0,0.0,0.0,0.55,0.1,30.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
673006,673,6,0,118,0.0,2500,0.0,0.0,0.0,0.0,0.825,0.0,30.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
673007,673,7,0,118,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
674000,674,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,1.0,1,0
674001,674,1,0,0,0.0,750,0.0,0.0,0.0,0.0,0.275,0.1,30.0,0.3,0.0,0.0,0.0,0.0,1.0,1,1
674002,674,2,0,0,0.0,1500,0.0,0.0,0.0,0.0,0.35,0.15,30.0,0.3,0.0,0.0,0.0,0.0,1.0,2,2
674003,674,3,0,0,0.0,2250,0.0,0.0,0.0,0.0,0.175,0.325,30.0,0.3,0.0,0.0,0.0,0.0,1.0,3,3
674005,674,5,0,0,0.0,2500,0.0,0.0,0.0,0.0,0.55,0.1,30.0,0.3,0.0,0.0,0.0,0.0,0.6,4,4
674006,674,6,0,0,0.0,2500,0.0,0.0,0.0,0.0,0.825,0.025,30.0,0.3,0.0,0.0,0.0,0.0,0.8,5,5
675000,675,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.225,0.075,22.5,0.3,0.0,0.0,0.0,0.0,1.0,7,7
675002,675,2,0,142,0.0,1500,0.0,0.0,0.0,0.0,0.375,0.175,22.5,0.3,0.0,0.0,0.0,0.0,1.0,2,2
675003,675,3,0,142,0.0,2250,0.0,0.0,0.0,0.0,0.2,0.4,22.5,0.3,0.0,0.0,0.0,0.0,1.0,3,3
675005,675,5,0,142,0.0,2500,0.0,0.0,0.0,0.0,0.575,0.125,22.5,0.3,0.0,0.0,0.0,0.0,0.6,4,4
675006,675,6,0,142,0.0,2500,0.0,0.0,0.0,0.0,0.825,0.05,22.5,0.3,0.0,0.0,0.0,0.0,0.8,5,5
675007,675,7,0,142,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,22.5,0.3,1.0,1.0,0.0,0.0,0.5,6,6
676000,676,1,1,0,0.0,0,0.175,0.025,60.0,0.4,0.525,0.05,37.5,0.4,0.4,0.075,100.0,0.4,0.66,4,4
676002,676,2,0,167,0.0,1500,0.1,0.075,60.0,0.4,0.575,0.15,37.5,0.4,0.2,0.075,100.0,0.4,0.66,2,2
676003,676,3,0,167,0.0,2250,0.125,0.05,60.0,0.4,0.25,0.275,37.5,0.4,0.15,0.05,100.0,0.4,0.66,3,3
676005,676,5,0,167,0.0,2500,0.25,0.05,60.0,0.4,0.8,0.1,37.5,0.4,0.6,0.1,100.0,0.4,0.6,4,4
676006,676,6,0,167,0.0,2500,0.1,0.0,60.0,0.4,1.0,0.0,37.5,0.4,0.125,0.0,100.0,0.4,0.8,5,5
676007,676,7,0,167,0.0,2500,1.0,1.0,60.0,0.4,1.0,1.0,37.5,0.4,1.0,1.0,100.0,0.4,0.5,6,6
677000,677,1,1,0,0.0,0,0.05,0.025,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
677002,677,2,0,180,0.0,1500,0.075,0.05,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
677003,677,3,0,180,0.0,2250,0.125,0.05,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3
677005,677,5,0,180,0.0,2500,0.25,0.05,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4,4
677007,677,7,0,180,0.0,2500,1.0,1.0,10.0,0.1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,6,6
680000,680,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.225,0.075,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
680002,680,2,0,240,0.0,1500,0.0,0.0,0.0,0.0,0.375,0.175,30.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
680003,680,3,0,240,0.0,2250,0.0,0.0,0.0,0.0,0.175,0.325,30.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
680005,680,5,0,240,0.0,2500,0.0,0.0,0.0,0.0,0.55,0.125,30.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
680006,680,6,0,240,0.0,2500,0.0,0.0,0.0,0.0,0.825,0.025,30.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
680007,680,7,0,240,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
681000,681,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.275,0.1,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
681002,681,2,0,0,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.2,30.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
681003,681,3,0,0,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.4,30.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
681005,681,5,0,0,0.0,2500,0.0,0.0,0.0,0.0,0.6,0.15,30.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
681006,681,6,0,0,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.075,30.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
681007,681,7,0,0,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
686000,686,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.375,0.15,75.0,0.5,0.0,0.0,0.0,0.0,1.0,1,2
686002,686,2,0,206,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.175,75.0,0.5,0.0,0.0,0.0,0.0,1.0,2,2
686003,686,3,0,206,0.0,2250,0.0,0.0,0.0,0.0,0.2,0.3,75.0,0.5,0.0,0.0,0.0,0.0,1.0,3,3
686005,686,5,0,206,0.0,2500,0.0,0.0,0.0,0.0,0.55,0.1,75.0,0.5,0.0,0.0,0.0,0.0,0.6,4,4
686006,686,6,0,206,0.0,2500,0.0,0.0,0.0,0.0,0.825,0.0,75.0,0.5,0.0,0.0,0.0,0.0,0.8,5,5
686007,686,7,0,206,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,75.0,0.5,1.0,1.0,0.0,0.0,0.5,6,6
689000,689,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.275,0.1,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
689002,689,2,0,240,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.2,30.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
689003,689,3,0,240,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.4,30.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
689005,689,5,0,240,0.0,2500,0.0,0.0,0.0,0.0,0.6,0.15,30.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
689006,689,6,0,240,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.05,30.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
689007,689,7,0,240,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
695000,695,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.075,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
695002,695,2,0,35,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.175,30.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
695003,695,3,0,35,0.0,2250,0.0,0.0,0.0,0.0,0.2,0.375,30.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
695005,695,5,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.575,0.125,30.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
695006,695,6,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.05,30.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
695007,695,7,0,35,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
697000,697,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.275,0.1,30.0,0.3,0.0,0.0,0.0,0.0,1.0,1,1
697002,697,2,0,167,0.0,1500,0.0,0.0,0.0,0.0,0.375,0.15,30.0,0.3,0.0,0.0,0.0,0.0,1.0,2,2
697003,697,3,0,167,0.0,2250,0.0,0.0,0.0,0.0,0.2,0.3,30.0,0.3,0.0,0.0,0.0,0.0,1.0,3,3
697005,697,5,0,167,0.0,2500,0.0,0.0,0.0,0.0,0.575,0.1,30.0,0.3,0.0,0.0,0.0,0.0,0.6,4,4
697006,697,6,0,167,0.0,2500,0.0,0.0,0.0,0.0,0.825,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.8,5,5
697007,697,7,0,167,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.3,1.0,1.0,0.0,0.0,0.5,6,6
700000,700,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.35,0.125,50.0,0.5,0.0,0.0,0.0,0.0,1.0,7,1
700002,700,2,0,25,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.175,50.0,0.5,0.0,0.0,0.0,0.0,1.0,2,2
700003,700,3,0,25,0.0,2250,0.0,0.0,0.0,0.0,0.2,0.325,50.0,0.5,0.0,0.0,0.0,0.0,1.0,3,3
700005,700,5,0,25,0.0,2500,0.0,0.0,0.0,0.0,0.575,0.1,50.0,0.5,0.0,0.0,0.0,0.0,0.6,4,4
700006,700,6,0,25,0.0,2500,0.0,0.0,0.0,0.0,0.825,0.0,50.0,0.5,0.0,0.0,0.0,0.0,0.8,5,5
700007,700,7,0,25,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,50.0,0.5,1.0,1.0,0.0,0.0,0.5,6,6
701000,701,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.375,0.15,75.0,0.5,0.0,0.0,0.0,0.0,1.0,7,2
701002,701,2,0,116,0.0,1500,0.0,0.0,0.0,0.0,0.45,0.175,75.0,0.5,0.0,0.0,0.0,0.0,1.0,2,2
701003,701,3,0,116,0.0,2250,0.0,0.0,0.0,0.0,0.2,0.3,75.0,0.5,0.0,0.0,0.0,0.0,1.0,3,3
701005,701,5,0,116,0.0,2500,0.0,0.0,0.0,0.0,0.575,0.1,75.0,0.5,0.0,0.0,0.0,0.0,0.6,4,4
701006,701,6,0,116,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.0,75.0,0.5,0.0,0.0,0.0,0.0,0.8,5,5
701007,701,7,0,116,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,75.0,0.5,1.0,1.0,0.0,0.0,0.5,6,6
703000,703,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.4,0.075,60.0,0.4,0.0,0.0,0.0,0.0,1.0,7,4
703002,703,2,0,262,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.15,60.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
703003,703,3,0,262,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.3,60.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
703005,703,5,0,262,0.0,2500,0.0,0.0,0.0,0.0,0.6,0.1,60.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
703006,703,6,0,262,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.0,60.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
703007,703,7,0,262,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,60.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
704000,704,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.075,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
