Id,DrivetrainID,Level,IsStock,ManufacturerID,MassDiff,Price,MomentInertia,GearShiftTime,FinalDriveRatio,NumGears,GearRatio0,GearRatio1,GearRatio2,GearRatio3,GearRatio4,GearRatio5,GearRatio6,GearRatio7,GearRatio8,CVTShiftTime,GearRatio9,GearRatio10
680002,680,2,0,0,0.0,1600,0.0116,0.16,2.89,6,-2.35,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
680003,680,3,0,0,0.0,2400,0.0102,0.02,3.06,7,-2.35,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
680004,680,7,0,0,6.0,3000,0.0102,0.02,3.0554,8,-2.35,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
680005,680,8,0,0,8.0,3000,0.0102,0.02,2.7159,9,-2.35,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
680006,680,9,0,0,10.0,3000,0.0102,0.02,3.1745,10,-2.35,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
680007,680,10,0,0,12.0,3000,0.0102,0.02,3.3949,11,-2.35,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
681000,681,0,1,0,0.0,0,0.0127,0.22,3.54,5,-3.2,2.44,1.77,1.34,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
681001,681,1,0,0,0.0,800,0.0114,0.22,3.38,6,-3.2,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
681002,681,2,0,0,0.0,1600,0.0101,0.16,3.38,6,-3.2,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
681003,681,3,0,0,0.0,2400,0.0089,0.02,3.48,7,-3.2,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
681004,681,7,0,0,6.0,3000,0.0089,0.02,3.4786,8,-3.2,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
681005,681,8,0,0,8.0,3000,0.0089,0.02,3.0921,9,-3.2,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
681006,681,9,0,0,10.0,3000,0.0089,0.02,3.6142,10,-3.2,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
681007,681,10,0,0,12.0,3000,0.0089,0.02,3.8651,11,-3.2,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
686000,686,0,1,0,0.0,0,0.0152,0.16,4.08,6,-3.382,3.32,1.9,1.31,1.0,0.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
686001,686,1,0,0,0.0,800,0.0137,0.16,3.25,6,-3.382,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
686002,686,2,0,0,0.0,1600,0.0122,0.16,3.25,6,-3.382,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
686003,686,3,0,0,0.0,2400,0.0106,0.02,3.44,7,-3.382,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
686004,686,7,0,0,4.0,3000,0.0106,0.02,3.4407,8,-3.382,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
686005,686,8,0,0,6.0,3000,0.0106,0.02,3.0584,9,-3.382,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
686006,686,9,0,0,8.0,3000,0.0106,0.02,3.5747,10,-3.382,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
686007,686,10,0,0,10.0,3000,0.0106,0.02,3.8229,11,-3.382,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
689000,689,0,1,0,0.0,0,0.0124,0.22,3.9,5,-2.64,2.2,1.64,1.28,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
689001,689,1,0,0,0.0,800,0.0112,0.22,3.11,6,-2.64,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
689002,689,2,0,0,0.0,1600,0.0099,0.16,3.11,6,-2.64,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
689003,689,3,0,0,0.0,2400,0.0087,0.02,3.29,7,-2.64,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
689004,689,7,0,0,6.0,3000,0.0087,0.02,3.2929,8,-2.64,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
689005,689,8,0,0,8.0,3000,0.0087,0.02,2.927,9,-2.64,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
689006,689,9,0,0,10.0,3000,0.0087,0.02,3.4212,10,-2.64,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
689007,689,10,0,0,12.0,3000,0.0087,0.02,3.6587,11,-2.64,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
695000,695,0,1,0,0.0,0,0.0135,0.22,3.31,5,-2.26,2.199,1.64,1.274,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
695001,695,1,0,0,0.0,800,0.0121,0.22,3.29,6,-2.26,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
695002,695,2,0,0,0.0,1600,0.0108,0.16,3.29,6,-2.26,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
695003,695,3,0,0,0.0,2400,0.0094,0.02,3.48,7,-2.26,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
695004,695,7,0,0,6.0,3000,0.0094,0.02,3.483,8,-2.26,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
695005,695,8,0,0,8.0,3000,0.0094,0.02,3.096,9,-2.26,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
695006,695,9,0,0,10.0,3000,0.0094,0.02,3.6187,10,-2.26,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
695007,695,10,0,0,12.0,3000,0.0094,0.02,3.87,11,-2.26,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
697000,697,0,1,0,0.0,0,0.0129,0.16,3.65,6,-2.75,2.95,1.94,1.34,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
697001,697,1,0,0,0.0,800,0.0116,0.16,3.04,6,-2.75,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
697002,697,2,0,0,0.0,1600,0.0103,0.16,3.04,6,-2.75,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
697003,697,3,0,0,0.0,2400,0.009,0.02,3.22,7,-2.75,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
697004,697,7,0,0,4.0,3000,0.009,0.02,3.2157,8,-2.75,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
697005,697,8,0,0,6.0,3000,0.009,0.02,2.8584,9,-2.75,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
697006,697,9,0,0,8.0,3000,0.009,0.02,3.341,10,-2.75,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
697007,697,10,0,0,10.0,3000,0.009,0.02,3.573,11,-2.75,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
700000,700,0,1,0,0.0,0,0.0132,0.16,3.46,6,-4.4,4.08,2.52,1.77,1.26,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700002,700,2,0,0,0.0,1600,0.0106,0.16,3.46,6,-4.4,4.08,2.52,1.77,1.26,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700003,700,3,0,0,0.0,2400,0.0092,0.02,3.95,7,-4.4,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
700004,700,7,0,0,4.0,3000,0.0092,0.02,3.9503,8,-4.4,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
700005,700,8,0,0,6.0,3000,0.0092,0.02,3.5114,9,-4.4,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
700006,700,9,0,0,8.0,3000,0.0092,0.02,4.1042,10,-4.4,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
700007,700,10,0,0,10.0,3000,0.0092,0.02,4.3892,11,-4.4,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
701000,701,0,1,0,0.0,0,0.0153,0.16,3.545,6,-3.578,3.37,2.03,1.36,1.0,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
701001,701,1,0,0,0.0,800,0.0138,0.16,3.08,6,-3.578,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
701002,701,2,0,0,0.0,1600,0.0122,0.16,3.08,6,-3.578,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
701003,701,3,0,0,0.0,2400,0.0107,0.02,3.26,7,-3.578,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
701004,701,7,0,0,4.0,3000,0.0107,0.02,3.2569,8,-3.578,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
701005,701,8,0,0,6.0,3000,0.0107,0.02,2.895,9,-3.578,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
701006,701,9,0,0,8.0,3000,0.0107,0.02,3.3837,10,-3.578,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
701007,701,10,0,0,10.0,3000,0.0107,0.02,3.6187,11,-3.578,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
703000,703,0,1,0,0.0,0,0.0138,0.16,3.73,6,-3.68,3.71,2.16,1.37,1.0,0.798,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
703001,703,1,0,0,0.0,800,0.0124,0.16,2.98,6,-3.68,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
703002,703,2,0,0,0.0,1600,0.011,0.16,2.98,6,-3.68,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
703003,703,3,0,0,0.0,2400,0.0097,0.02,3.15,7,-3.68,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
703004,703,7,0,0,4.0,3000,0.0097,0.02,3.1498,8,-3.68,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
703005,703,8,0,0,6.0,3000,0.0097,0.02,2.7998,9,-3.68,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
703006,703,9,0,0,8.0,3000,0.0097,0.02,3.2725,10,-3.68,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
703007,703,10,0,0,10.0,3000,0.0097,0.02,3.4998,11,-3.68,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
704000,704,0,1,0,0.0,0,0.0123,0.28,3.36,5,-3.2,2.2,1.64,1.28,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
704001,704,1,0,0,0.0,800,0.011,0.28,3.13,6,-3.2,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
704002,704,2,0,0,0.0,1600,0.0098,0.16,3.13,6,-3.2,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
704003,704,3,0,0,0.0,2400,0.0086,0.02,3.31,7,-3.2,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
704004,704,7,0,0,6.0,3000,0.0086,0.02,3.3147,8,-3.2,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
704005,704,8,0,0,8.0,3000,0.0086,0.02,2.9464,9,-3.2,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
704006,704,9,0,0,10.0,3000,0.0086,0.02,3.4438,10,-3.2,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
704007,704,10,0,0,12.0,3000,0.0086,0.02,3.683,11,-3.2,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
705000,705,0,1,0,0.0,0,0.0122,0.28,3.54,5,-2.18,2.14,1.64,1.28,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
705001,705,1,0,0,0.0,800,0.011,0.28,3.36,6,-2.18,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
705002,705,2,0,0,0.0,1600,0.0098,0.16,3.36,6,-2.18,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
705003,705,3,0,0,0.0,2400,0.0085,0.02,3.55,7,-2.18,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
705004,705,7,0,0,6.0,3000,0.0085,0.02,3.5514,8,-2.18,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
705005,705,8,0,0,8.0,3000,0.0085,0.02,3.1568,9,-2.18,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
705006,705,9,0,0,10.0,3000,0.0085,0.02,3.6897,10,-2.18,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
705007,705,10,0,0,12.0,3000,0.0085,0.02,3.9459,11,-2.18,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
706000,706,0,1,0,0.0,0,0.0142,0.22,3.54,5,-3.37,3.36,1.81,1.26,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
706001,706,1,0,0,0.0,800,0.0127,0.22,3.08,6,-3.37,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
706002,706,2,0,0,0.0,1600,0.0113,0.16,3.08,6,-3.37,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
706003,706,3,0,0,0.0,2400,0.0099,0.02,3.26,7,-3.37,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
706004,706,7,0,0,6.0,3000,0.0099,0.02,3.2616,8,-3.37,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
706005,706,8,0,0,8.0,3000,0.0099,0.02,2.8992,9,-3.37,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
706006,706,9,0,0,10.0,3000,0.0099,0.02,3.3887,10,-3.37,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
706007,706,10,0,0,12.0,3000,0.0099,0.02,3.624,11,-3.37,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
708000,708,0,1,0,0.0,0,0.0121,0.02,3.73,7,-3.4,4.17,2.34,1.52,1.14,0.87,0.69,-1.0,-1.0,-1.0,-1.0,-1.0
708002,708,2,0,0,0.0,1600,0.0097,0.02,3.73,7,-3.4,4.17,2.34,1.52,1.14,0.87,0.69,-1.0,-1.0,-1.0,-1.0,-1.0
708003,708,3,0,0,0.0,2400,0.0084,0.02,3.22,7,-3.4,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
708004,708,7,0,0,2.0,3000,0.0084,0.02,4.0795,8,-3.4,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
708005,708,8,0,0,4.0,3000,0.0084,0.02,3.6262,9,-3.4,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
708006,708,9,0,0,6.0,3000,0.0084,0.02,4.2384,10,-3.4,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
708007,708,10,0,0,8.0,3000,0.0084,0.02,4.5327,11,-3.4,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
718000,718,0,1,0,0.0,0,0.0096,0.16,2.91,7,-3.2,3.23,2.19,1.71,1.39,1.16,0.93,-1.0,-1.0,-1.0,-1.0,-1.0
718002,718,2,0,0,0.0,1600,0.0076,0.16,2.91,7,-3.2,3.23,2.19,1.71,1.39,1.16,0.93,-1.0,-1.0,-1.0,-1.0,-1.0
718003,718,3,0,0,0.0,2400,0.0067,0.02,3.38,7,-3.2,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
718004,718,7,0,0,2.0,3000,0.0067,0.02,3.1327,8,-3.2,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
718005,718,8,0,0,4.0,3000,0.0067,0.02,2.7846,9,-3.2,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
718006,718,9,0,0,6.0,3000,0.0067,0.02,3.2548,10,-3.2,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
718007,718,10,0,0,8.0,3000,0.0067,0.02,3.4808,11,-3.2,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
722000,722,0,1,0,0.0,0,0.013,0.22,3.3,6,-3.2,3.08,2.12,1.57,1.25,0.964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
722002,722,2,0,0,0.0,1600,0.0104,0.16,3.3,6,-3.2,3.08,2.12,1.57,1.25,0.964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
722003,722,3,0,0,0.0,2400,0.0091,0.02,3.98,7,-3.2,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
722004,722,7,0,0,4.0,3000,0.0091,0.02,3.7317,8,-3.2,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
722005,722,8,0,0,6.0,3000,0.0091,0.02,3.317,9,-3.2,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
722006,722,9,0,0,8.0,3000,0.0091,0.02,3.8771,10,-3.2,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
722007,722,10,0,0,10.0,3000,0.0091,0.02,4.1463,11,-3.2,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
723000,723,0,1,0,0.0,0,0.011,0.02,4.18,7,-2.384,3.15,2.19,1.57,1.19,0.94,0.76,-1.0,-1.0,-1.0,-1.0,-1.0
723002,723,2,0,0,0.0,1600,0.0088,0.02,4.18,7,-2.384,3.15,2.19,1.57,1.19,0.94,0.76,-1.0,-1.0,-1.0,-1.0,-1.0
723003,723,3,0,0,0.0,2400,0.0077,0.02,3.97,7,-2.384,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
723004,723,7,0,0,2.0,3000,0.0077,0.02,4.1933,8,-2.384,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
723005,723,8,0,0,4.0,3000,0.0077,0.02,3.7274,9,-2.384,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
723006,723,9,0,0,6.0,3000,0.0077,0.02,4.3567,10,-2.384,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
723007,723,10,0,0,8.0,3000,0.0077,0.02,4.6592,11,-2.384,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
724000,724,0,1,0,0.0,0,0.0133,0.22,3.5,5,-3.2,2.32,1.69,1.29,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
724001,724,1,0,0,0.0,800,0.012,0.22,2.88,6,-3.2,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
724002,724,2,0,0,0.0,1600,0.0106,0.16,2.88,6,-3.2,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
724003,724,3,0,0,0.0,2400,0.0093,0.02,3.05,7,-3.2,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
724004,724,7,0,0,6.0,3000,0.0093,0.02,3.0484,8,-3.2,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
724005,724,8,0,0,8.0,3000,0.0093,0.02,2.7097,9,-3.2,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
724006,724,9,0,0,10.0,3000,0.0093,0.02,3.1672,10,-3.2,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
724007,724,10,0,0,12.0,3000,0.0093,0.02,3.3871,11,-3.2,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
726000,726,0,1,0,0.0,0,0.0123,0.02,4.06,7,-2.813,3.31,2.05,1.46,1.14,0.94,0.78,-1.0,-1.0,-1.0,-1.0,-1.0
726002,726,2,0,0,0.0,1600,0.0098,0.02,4.06,7,-2.813,3.31,2.05,1.46,1.14,0.94,0.78,-1.0,-1.0,-1.0,-1.0,-1.0
726003,726,3,0,0,0.0,2400,0.0086,0.02,3.96,7,-2.813,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
726004,726,7,0,0,2.0,3000,0.0086,0.02,3.5839,8,-2.813,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
726005,726,8,0,0,4.0,3000,0.0086,0.02,3.1857,9,-2.813,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
726006,726,9,0,0,6.0,3000,0.0086,0.02,3.7235,10,-2.813,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
726007,726,10,0,0,8.0,3000,0.0086,0.02,3.9821,11,-2.813,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
728000,728,0,1,0,0.0,0,0.0147,0.12,3.9,7,-3.545,3.636,2.235,1.521,1.137,0.971,0.756,-1.0,-1.0,-1.0,-1.0,-1.0
728002,728,2,0,0,0.0,1600,0.0118,0.08,3.9,7,-3.545,3.636,2.235,1.521,1.137,0.971,0.756,-1.0,-1.0,-1.0,-1.0,-1.0
728003,728,3,0,0,0.0,2400,0.0103,0.02,3.51,7,-3.545,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
728004,728,7,0,0,2.0,3000,0.0103,0.02,3.5127,8,-3.545,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
728005,728,8,0,0,4.0,3000,0.0103,0.02,3.1224,9,-3.545,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
728006,728,9,0,0,6.0,3000,0.0103,0.02,3.6496,10,-3.545,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
728007,728,10,0,0,8.0,3000,0.0103,0.02,3.903,11,-3.545,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
732000,732,0,1,0,0.0,0,0.0096,0.02,2.581,8,-3.588,3.176,2.235,1.68,1.29,1.057,0.878,0.784,-1.0,-1.0,-1.0,-1.0
732002,732,2,0,0,0.0,1600,0.0077,0.02,2.58,8,-3.588,3.176,2.235,1.68,1.29,1.057,0.878,0.784,-1.0,-1.0,-1.0,-1.0
732003,732,3,0,0,0.0,2400,0.0067,0.02,2.58,8,-3.588,3.176,2.235,1.68,1.29,1.057,0.878,0.784,-1.0,-1.0,-1.0,-1.0
732004,732,6,0,0,-2.0,3000,0.0067,0.02,2.813,7,-3.588,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
732005,732,8,0,0,2.0,3000,0.0067,0.02,2.5004,9,-3.588,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
732006,732,9,0,0,4.0,3000,0.0067,0.02,2.9226,10,-3.588,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
732007,732,10,0,0,6.0,3000,0.0067,0.02,3.1255,11,-3.588,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
733000,733,0,1,0,0.0,0,0.0137,0.25,3.42,4,-2.08,2.48,1.48,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
733001,733,1,0,0,0.0,800,0.0123,0.25,2.98,6,-2.08,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
733002,733,2,0,0,0.0,1600,0.0109,0.2,2.98,6,-2.08,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
733003,733,3,0,0,0.0,2400,0.0096,0.02,3.15,7,-2.08,4.14,2.67,1.82,1.33,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0
733004,733,7,0,0,8.0,3000,0.0096,0.02,3.1531,8,-2.08,4.15,2.69,1.9,1.42,1.12,0.95,0.8,-1.0,-1.0,-1.0,-1.0
733005,733,8,0,0,10.0,3000,0.0096,0.02,2.8028,9,-2.08,4.17,2.95,2.2,1.71,1.38,1.17,1.02,0.9,-1.0,-1.0,-1.0
733006,733,9,0,0,12.0,3000,0.0096,0.02,3.276,10,-2.08,4.17,2.9,2.15,1.66,1.34,1.13,0.98,0.86,-1.0,0.77,-1.0
733007,733,10,0,0,14.0,3000,0.0096,0.02,3.5035,11,-2.08,4.17,2.73,1.94,1.49,1.21,1.04,0.92,0.84,-1.0,0.78,0.72
734000,734,0,1,0,0.0,0,0.0133,0.22,3.73,5,-2.27,2.52,1.88,1.46,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
734001,734,1,0,0,0.0,800,0.012,0.22,3.25,6,-2.27,2.89,1.99,1.49,1.16,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
