Id,Ordinal,Level,EngineID,IsStock,ManufacturerID,Price,MassDiff,WeightDistDiff,DragScale,WindInstabilityScale
1060003,1060,3,2658,0,48,34000,85.0,0.017,1.0,1.0
1063000,1063,0,508,1,11,0,0.0,0.0,1.0,1.0
1063001,1063,1,2262,0,11,20000,-146.0,-0.025,1.0,1.0
1063002,1063,2,3608,0,11,20000,103.0,0.018,1.0,1.0
1063003,1063,3,1022,0,11,25000,-113.3,-0.019,1.0,1.0
1063004,1063,4,2598,0,11,25000,-124.0,-0.021,1.0,1.0
1063005,1063,5,50,0,11,50000,-66.0,-0.011,1.0,1.0
1064000,1064,0,511,1,9,0,0.0,0.0,1.0,1.0
1064001,1064,1,2262,0,9,20000,-60.0,-0.011,1.0,1.0
1064002,1064,2,3608,0,9,20000,189.0,0.035,1.0,1.0
1064003,1064,3,1022,0,9,25000,-27.3,-0.005,1.0,1.0
1064004,1064,4,50,0,9,50000,20.0,0.004,1.0,1.0
1069000,1069,0,516,1,9,0,0.0,0.0,1.0,1.0
1069001,1069,1,1022,0,9,25000,-17.3,-0.003,1.0,1.0
1069002,1069,2,50,0,9,50000,30.0,0.006,1.0,1.0
1086000,1086,0,534,1,14,0,0.0,0.0,1.0,1.0
1086001,1086,1,2154,0,14,28000,-60.0,-0.012,1.0,1.0
1093000,1093,0,541,1,9,0,0.0,0.0,1.0,1.0
1098000,1098,0,546,1,29,0,0.0,0.0,1.0,1.0
1098001,1098,1,2154,0,29,28000,-10.0,-0.002,1.0,1.0
1103000,1103,0,551,1,31,0,0.0,0.0,1.0,1.0
1103001,1103,1,199,0,31,23000,51.0,0.01,1.0,1.0
1103002,1103,2,2262,0,31,20000,5.0,0.001,1.0,1.0
1103003,1103,3,2838,0,31,40000,30.0,0.006,1.0,1.0
1104000,1104,0,552,1,124,0,0.0,0.0,1.0,1.0
1104001,1104,1,56,0,124,12000,-34.0,-0.011,1.0,1.0
1104002,1104,2,2154,0,124,28000,-50.0,-0.016,1.0,1.0
1104003,1104,3,136,0,124,10000,-12.0,-0.004,1.0,1.0
1104004,1104,4,199,0,124,23000,66.0,0.021,1.0,1.0
1105000,1105,0,554,1,2,0,0.0,0.0,1.0,1.0
1105001,1105,1,960,0,2,25000,-79.0,-0.016,1.0,1.0
1105002,1105,2,2292,0,2,40000,-67.0,-0.014,1.0,1.0
1108000,1108,0,556,1,14,0,0.0,0.0,1.0,1.0
1110000,1110,0,558,1,26,0,0.0,0.0,1.0,1.0
1110001,1110,1,56,0,26,12000,-24.0,-0.007,1.0,1.0
1110002,1110,2,2154,0,26,28000,-40.0,-0.011,1.0,1.0
1110003,1110,3,136,0,26,10000,-2.0,-0.001,1.0,1.0
1110004,1110,4,2262,0,26,20000,30.0,0.009,1.0,1.0
1110005,1110,5,795,0,26,60000,10.0,0.003,1.0,1.0
1110006,1110,6,2838,0,26,40000,55.0,0.016,1.0,1.0
1125000,1125,0,573,1,21,0,0.0,0.0,1.0,1.0
1125001,1125,1,468,0,21,50000,-84.0,0.014,1.0,1.0
1126000,1126,0,574,1,6,0,0.0,0.0,1.0,1.0
1126001,1126,1,468,0,6,50000,-104.0,-0.017,1.0,1.0
1126002,1126,2,2838,0,6,40000,-15.0,-0.002,1.0,1.0
1131000,1131,0,579,1,13,0,0.0,0.0,1.0,1.0
1131001,1131,1,2292,0,13,40000,13.0,-0.003,1.0,1.0
1131002,1131,2,87,0,13,55000,37.0,-0.007,1.0,1.0
1131003,1131,3,468,0,13,50000,-59.0,0.012,1.0,1.0
1154000,1154,0,608,1,13,0,0.0,0.0,1.0,1.0
1154001,1154,1,7,0,13,30000,-5.0,-0.002,1.0,1.0
1154002,1154,2,579,0,13,46000,22.0,0.007,1.0,1.0
1155000,1155,0,609,1,47,0,0.0,0.0,1.0,1.0
1155001,1155,1,2262,0,47,20000,-15.0,-0.004,1.0,1.0
1155002,1155,2,1022,0,47,25000,17.7,0.005,1.0,1.0
1173000,1173,0,627,1,21,0,0.0,0.0,1.0,1.0
1173001,1173,1,468,0,21,50000,-58.0,0.01,1.0,1.0
1175000,1175,0,629,1,34,0,0.0,0.0,1.0,1.0
1175001,1175,1,468,0,34,50000,-89.0,0.023,1.0,1.0
1184000,1184,0,642,1,3,0,0.0,0.0,1.0,1.0
1184001,1184,1,2838,0,3,40000,-53.0,-0.008,1.0,1.0
1202000,1202,0,661,1,28,0,0.0,0.0,1.0,1.0
1202001,1202,1,2292,0,28,40000,9.0,0.002,1.0,1.0
1215000,1215,0,674,1,200,0,0.0,0.0,1.0,1.0
1215001,1215,1,960,0,200,25000,-2.0,0.0,1.0,1.0
1215002,1215,2,2292,0,200,40000,10.0,0.002,1.0,1.0
1216000,1216,0,675,1,3,0,0.0,0.0,1.0,1.0
1216001,1216,1,2154,0,3,28000,-53.0,-0.01,1.0,1.0
1216002,1216,2,2838,0,3,40000,42.0,0.008,1.0,1.0
1219000,1219,0,678,1,58,0,0.0,0.0,1.0,1.0
1219001,1219,1,788,0,58,75000,0.0,0.0,1.0,1.0
1220000,1220,0,679,1,3,0,0.0,0.0,1.0,1.0
1220001,1220,1,2154,0,3,28000,-53.0,-0.011,1.0,1.0
1220002,1220,2,2838,0,3,40000,42.0,0.008,1.0,1.0
1231000,1231,0,690,1,52,0,0.0,0.0,1.0,1.0
1231001,1231,1,2154,0,52,28000,-22.0,-0.005,1.0,1.0
1234000,1234,0,693,1,39,0,0.0,0.0,1.0,1.0
1234001,1234,1,2886,0,39,50000,55.0,-0.011,1.0,1.0
1246000,1246,0,706,1,65,0,0.0,0.0,1.0,1.0
1246001,1246,1,1022,0,65,25000,24.7,-0.007,1.0,1.0
1246002,1246,2,858,0,65,50000,72.0,-0.019,1.0,1.0
1246003,1246,3,468,0,65,50000,-72.0,0.019,1.0,1.0
1246004,1246,4,2794,0,65,50000,-28.0,0.007,1.0,1.0
1260000,1260,0,720,1,23,0,0.0,0.0,1.0,1.0
1260001,1260,1,858,0,23,50000,40.0,0.008,1.0,1.0
1260002,1260,2,468,0,23,50000,-104.0,-0.021,1.0,1.0
1268000,1268,0,728,1,6,0,0.0,0.0,1.0,1.0
1268001,1268,1,136,0,6,10000,12.0,0.003,1.0,1.0
1268002,1268,2,459,0,6,24000,46.0,0.01,1.0,1.0
1268003,1268,3,960,0,6,25000,40.0,0.008,1.0,1.0
1268004,1268,4,2838,0,6,40000,69.0,0.014,1.0,1.0
1269000,1269,0,729,1,6,0,0.0,0.0,1.0,1.0
1269001,1269,1,56,0,6,12000,12.0,0.003,1.0,1.0
1269002,1269,2,2154,0,6,28000,-4.0,-0.001,1.0,1.0
1269003,1269,3,136,0,6,10000,34.0,0.009,1.0,1.0
1269004,1269,4,459,0,6,24000,68.0,0.019,1.0,1.0
1269005,1269,5,2838,0,6,40000,91.0,0.025,1.0,1.0
1270000,1270,0,730,1,78,0,0.0,0.0,1.0,1.0
1270001,1270,1,1112,0,78,38000,-90.0,0.021,1.0,1.0
1270002,1270,2,574,0,78,30000,50.0,-0.012,1.0,1.0
1270003,1270,3,2311,0,78,30000,16.0,-0.004,1.0,1.0
1270004,1270,4,3067,0,78,75000,90.0,-0.021,1.0,1.0
1271000,1271,0,731,1,13,0,0.0,0.0,1.0,1.0
1271001,1271,1,2154,0,13,28000,-43.0,-0.012,1.0,1.0
1271002,1271,2,7,0,13,30000,-5.0,-0.001,1.0,1.0
1271003,1271,3,579,0,13,46000,22.0,0.006,1.0,1.0
1272000,1272,0,732,1,14,0,0.0,0.0,1.0,1.0
1272001,1272,1,2154,0,14,28000,-30.0,-0.007,1.0,1.0
1272002,1272,2,2262,0,14,20000,40.0,0.009,1.0,1.0
1273000,1273,0,733,1,16,0,0.0,0.0,1.0,1.0
1273001,1273,1,56,0,16,12000,16.0,0.004,1.0,1.0
1273002,1273,2,2154,0,16,28000,0.0,0.0,1.0,1.0
1276000,1276,0,736,1,38,0,0.0,0.0,1.0,1.0
1276001,1276,1,2262,0,38,20000,-111.0,-0.019,1.0,1.0
1276002,1276,2,3608,0,38,20000,138.0,0.024,1.0,1.0
1276003,1276,3,1022,0,38,25000,-78.3,-0.014,1.0,1.0
1276004,1276,4,50,0,38,50000,-31.0,-0.005,1.0,1.0
1277000,1277,0,737,1,89,0,0.0,0.0,1.0,1.0
1277001,1277,1,2262,0,89,20000,-146.0,-0.025,1.0,1.0
1277002,1277,2,3608,0,89,20000,103.0,0.018,1.0,1.0
1277003,1277,3,1022,0,89,25000,-113.3,-0.019,1.0,1.0
1277004,1277,4,50,0,89,50000,-66.0,-0.011,1.0,1.0
1277005,1277,5,3646,0,89,75000,-26.0,-0.004,1.0,1.0
1282000,1282,0,742,1,31,0,0.0,0.0,1.0,1.0
1282001,1282,1,56,0,31,12000,-26.0,-0.006,1.0,1.0
1282002,1282,2,195,0,31,17500,19.0,0.004,1.0,1.0
1282003,1282,3,2154,0,31,28000,-42.0,-0.01,1.0,1.0
1282004,1282,4,136,0,31,10000,-4.0,-0.001,1.0,1.0
1282005,1282,5,199,0,31,23000,74.0,0.017,1.0,1.0
1282006,1282,6,2262,0,31,20000,28.0,0.006,1.0,1.0
1282007,1282,7,2135,0,31,30000,68.0,0.015,1.0,1.0
1282008,1282,8,795,0,31,60000,8.0,0.002,1.0,1.0
1282009,1282,9,2838,0,31,40000,53.0,0.012,1.0,1.0
1285000,1285,0,745,1,38,0,0.0,0.0,1.0,1.0
1285001,1285,1,2262,0,38,20000,-90.0,-0.017,1.0,1.0
1285002,1285,2,3608,0,38,20000,159.0,0.03,1.0,1.0
1285003,1285,3,1022,0,38,25000,-57.3,-0.011,1.0,1.0
1285004,1285,4,50,0,38,50000,-10.0,-0.002,1.0,1.0
1285005,1285,5,3646,0,38,75000,30.0,0.006,1.0,1.0
1291000,1291,0,751,1,9,0,0.0,0.0,1.0,1.0
1291001,1291,1,2262,0,9,20000,-110.0,-0.019,1.0,1.0
1291002,1291,2,3608,0,9,20000,139.0,0.024,1.0,1.0
1291003,1291,3,1022,0,9,25000,-77.3,-0.013,1.0,1.0
1291004,1291,4,858,0,9,50000,-30.0,-0.005,1.0,1.0
1291005,1291,5,50,0,9,50000,-30.0,-0.005,1.0,1.0
1293000,1293,0,753,1,14,0,0.0,0.0,1.0,1.0
1293001,1293,1,2154,0,14,28000,-30.0,-0.007,1.0,1.0
1293002,1293,2,136,0,14,10000,8.0,0.002,1.0,1.0
1293003,1293,3,2262,0,14,20000,40.0,0.01,1.0,1.0
1293004,1293,4,1115,0,14,25000,123.0,0.03,1.0,1.0
1296000,1296,0,756,1,28,0,0.0,0.0,1.0,1.0
1296001,1296,1,2154,0,28,28000,7.0,0.002,1.0,1.0
1296002,1296,2,136,0,28,10000,45.0,0.01,1.0,1.0
1297000,1297,0,757,1,30,0,0.0,0.0,1.0,1.0
1297001,1297,1,129,0,30,15000,-10.0,-0.002,1.0,1.0
1297002,1297,2,2154,0,30,28000,-50.0,-0.011,1.0,1.0
1297003,1297,3,2262,0,30,20000,20.0,0.004,1.0,1.0
1297004,1297,4,2838,0,30,40000,45.0,0.01,1.0,1.0
1297005,1297,5,2794,0,30,50000,0.0,0.0,1.0,1.0
1299000,1299,0,759,1,53,0,0.0,0.0,1.0,1.0
1299001,1299,1,2154,0,53,28000,-45.0,-0.009,1.0,1.0
1299002,1299,2,136,0,53,10000,-7.0,-0.001,1.0,1.0
1299003,1299,3,2838,0,53,40000,50.0,0.01,1.0,1.0
1300000,1300,0,760,1,9,0,0.0,0.0,1.0,1.0
1300001,1300,1,2262,0,9,20000,-95.45,-0.016,1.0,1.0
1300002,1300,2,3608,0,9,20000,153.55,0.026,1.0,1.0
1300003,1300,3,1022,0,9,25000,-62.75,-0.011,1.0,1.0
1300004,1300,4,50,0,9,50000,-15.45,-0.003,1.0,1.0
1300005,1300,5,3646,0,9,75000,24.55,0.004,1.0,1.0
1301000,1301,0,761,1,19,0,0.0,0.0,1.0,1.0
1301001,1301,1,136,0,19,10000,2.0,0.001,1.0,1.0
1301002,1301,2,960,0,19,25000,30.0,0.009,1.0,1.0
1301003,1301,3,2292,0,19,40000,42.0,0.013,1.0,1.0
1302000,1302,0,762,1,14,0,0.0,0.0,1.0,1.0
1302001,1302,1,732,0,14,33000,30.0,0.01,1.0,1.0
1302002,1302,2,2154,0,14,28000,0.0,0.0,1.0,1.0
1302003,1302,3,136,0,14,10000,38.0,0.013,1.0,1.0
1302004,1302,4,2262,0,14,20000,70.0,0.023,1.0,1.0
1304000,1304,0,764,1,25,0,0.0,0.0,1.0,1.0
1304001,1304,1,960,0,25,25000,1.0,0.0,1.0,1.0
1304002,1304,2,2292,0,25,40000,13.0,0.002,1.0,1.0
1304003,1304,3,2838,0,25,40000,30.0,0.005,1.0,1.0
1314000,1314,0,774,1,27,0,0.0,0.0,1.0,1.0
1318000,1318,0,778,1,13,0,0.0,0.0,1.0,1.0
1318001,1318,1,579,0,13,46000,-10.0,-0.002,1.0,1.0
1319000,1319,0,779,1,13,0,0.0,0.0,1.0,1.0
1319001,1319,1,468,0,13,50000,-87.0,-0.016,1.0,1.0
1319002,1319,2,2501,0,13,75000,9.0,0.002,1.0,1.0
1320000,1320,0,780,1,14,0,0.0,0.0,1.0,1.0
1320001,1320,1,2262,0,14,20000,-90.0,-0.016,1.0,1.0
1320002,1320,2,3608,0,14,20000,159.0,0.028,1.0,1.0
1320003,1320,3,1022,0,14,25000,-57.3,-0.01,1.0,1.0
1320004,1320,4,50,0,14,50000,-10.0,-0.002,1.0,1.0
1320005,1320,5,3646,0,14,75000,30.0,0.005,1.0,1.0
1322000,1322,0,782,1,21,0,0.0,0.0,1.0,1.0
1322001,1322,1,468,0,21,50000,-72.0,0.014,1.0,1.0
1323000,1323,0,783,1,48,0,0.0,0.0,1.0,1.0
1323001,1323,1,2846,0,48,28000,-10.0,-0.002,1.0,1.0
1323002,1323,2,2262,0,48,20000,60.0,0.012,1.0,1.0
1323003,1323,3,2658,0,48,34000,85.0,0.017,1.0,1.0
1328000,1328,0,788,1,58,0,0.0,0.0,1.0,1.0
1329000,1329,0,789,1,7,0,0.0,0.0,1.0,1.0
1329001,1329,1,2262,0,7,20000,-110.0,-0.019,1.0,1.0
1329002,1329,2,3608,0,7,20000,139.0,0.024,1.0,1.0
1329003,1329,3,1022,0,7,25000,-77.3,-0.013,1.0,1.0
1329004,1329,4,50,0,7,50000,-30.0,-0.005,1.0,1.0
1329005,1329,5,2794,0,7,50000,-130.0,-0.022,1.0,1.0
1329006,1329,6,3646,0,7,75000,10.0,0.002,1.0,1.0
1330000,1330,0,790,1,9,0,0.0,0.0,1.0,1.0
1330001,1330,1,2262,0,9,20000,-65.0,-0.012,1.0,1.0
1330002,1330,2,3608,0,9,20000,184.0,0.034,1.0,1.0
1330003,1330,3,1022,0,9,25000,-32.3,-0.006,1.0,1.0
1330004,1330,4,50,0,9,50000,15.0,0.003,1.0,1.0
1330005,1330,5,3646,0,9,75000,55.0,0.01,1.0,1.0
1332000,1332,0,792,1,11,0,0.0,0.0,1.0,1.0
1332001,1332,1,2262,0,11,20000,-146.0,-0.032,1.0,1.0
1332002,1332,2,3608,0,11,20000,103.0,0.023,1.0,1.0
1332003,1332,3,1022,0,11,25000,-113.3,-0.025,1.0,1.0
1332004,1332,4,2598,0,11,25000,-124.0,-0.027,1.0,1.0
1332005,1332,5,50,0,11,50000,-66.0,-0.014,1.0,1.0
1345000,1345,0,805,1,85,0,0.0,0.0,1.0,1.0
1345001,1345,1,2262,0,85,20000,-186.0,-0.015,1.0,1.0
1345002,1345,2,3608,0,85,20000,63.0,0.005,1.0,1.0
1345003,1345,3,1022,0,85,25000,-153.3,-0.012,1.0,1.0
1345004,1345,4,858,0,85,50000,-106.0,-0.009,1.0,1.0
1345005,1345,5,50,0,85,50000,-106.0,-0.009,1.0,1.0
1345006,1345,6,2794,0,85,50000,-206.0,-0.017,1.0,1.0
1345007,1345,7,3067,0,85,75000,-106.0,-0.009,1.0,1.0
1350000,1350,0,810,1,6,0,0.0,0.0,1.0,1.0
1350001,1350,1,3608,0,6,20000,209.0,0.026,1.0,1.0
1350002,1350,2,2292,0,6,40000,-32.0,-0.004,1.0,1.0
1350003,1350,3,858,0,6,50000,40.0,0.005,1.0,1.0
1350004,1350,4,2838,0,6,40000,-15.0,-0.002,1.0,1.0
1351000,1351,0,811,1,23,0,0.0,0.0,1.0,1.0
1351001,1351,1,199,0,23,23000,19.0,0.004,1.0,1.0
1351002,1351,2,2262,0,23,20000,-27.0,-0.005,1.0,1.0
1351003,1351,3,795,0,23,60000,-47.0,-0.009,1.0,1.0
1351004,1351,4,2838,0,23,40000,-2.0,0.0,1.0,1.0
1355000,1355,0,815,1,14,0,0.0,0.0,1.0,1.0
1355001,1355,1,2262,0,14,20000,-15.0,-0.004,1.0,1.0
1355002,1355,2,3608,0,14,20000,234.0,0.06,1.0,1.0
1355003,1355,3,1022,0,14,25000,17.7,0.005,1.0,1.0
1355004,1355,4,3646,0,14,75000,105.0,0.027,1.0,1.0
1367000,1367,0,827,1,6,0,0.0,0.0,1.0,1.0
1367001,1367,1,459,0,6,24000,-40.0,-0.007,1.0,1.0
1367002,1367,2,574,0,6,30000,-2.0,0.0,1.0,1.0
1367003,1367,3,2292,0,6,40000,-34.0,-0.006,1.0,1.0
1367004,1367,4,2838,0,6,40000,-17.0,-0.003,1.0,1.0
1368000,1368,0,828,1,6,0,0.0,0.0,1.0,1.0
1368001,1368,1,136,0,6,10000,-70.0,-0.014,1.0,1.0
1368002,1368,2,459,0,6,24000,-36.0,-0.007,1.0,1.0
1368003,1368,3,574,0,6,30000,2.0,0.0,1.0,1.0
1368004,1368,4,960,0,6,25000,-42.0,-0.009,1.0,1.0
1368005,1368,5,2292,0,6,40000,-30.0,-0.006,1.0,1.0
1368006,1368,6,2838,0,6,40000,-13.0,-0.003,1.0,1.0
1369000,1369,0,829,1,34,0,0.0,0.0,1.0,1.0
1370000,1370,0,830,1,3,0,0.0,0.0,1.0,1.0
1370001,1370,1,2154,0,3,28000,-38.0,-0.007,1.0,1.0
1370002,1370,2,2838,0,3,40000,57.0,0.011,1.0,1.0
1372000,1372,0,832,1,4,0,0.0,0.0,1.0,1.0
1372001,1372,1,136,0,4,10000,-282.0,-0.033,1.0,1.0
1372002,1372,2,960,0,4,25000,-254.0,-0.03,1.0,1.0
1372003,1372,3,2292,0,4,40000,-242.0,-0.029,1.0,1.0
1372004,1372,4,858,0,4,50000,-170.0,-0.02,1.0,1.0
1372005,1372,5,50,0,4,50000,-170.0,-0.02,1.0,1.0
1372006,1372,6,2838,0,4,40000,-225.0,-0.027,1.0,1.0
1376000,1376,0,836,1,24,0,0.0,0.0,1.0,1.0
1376001,1376,1,2154,0,24,28000,-29.0,0.013,1.0,1.0
1376002,1376,2,136,0,24,10000,9.0,-0.004,1.0,1.0
1379000,1379,0,839,1,9,0,0.0,0.0,1.0,1.0
1379001,1379,1,2262,0,9,20000,-73.0,-0.012,1.0,1.0
1379002,1379,2,3608,0,9,20000,176.0,0.029,1.0,1.0
1379003,1379,3,50,0,9,50000,7.0,0.001,1.0,1.0
1379004,1379,4,2794,0,9,50000,-93.0,-0.015,1.0,1.0
1379005,1379,5,3067,0,9,75000,7.0,0.001,1.0,1.0
1380000,1380,0,840,1,52,0,0.0,0.0,1.0,1.0
1380001,1380,1,63,0,52,10000,24.0,0.008,1.0,1.0
1380002,1380,2,56,0,52,12000,6.0,0.002,1.0,1.0
1380003,1380,3,2154,0,52,28000,-10.0,-0.003,1.0,1.0
1383000,1383,0,843,1,52,0,0.0,0.0,1.0,1.0
1383001,1383,1,2154,0,52,28000,-34.0,-0.008,1.0,1.0
1385000,1385,0,845,1,6,0,0.0,0.0,1.0,1.0
1385001,1385,1,459,0,6,24000,50.0,0.01,1.0,1.0
1385002,1385,2,574,0,6,30000,88.0,0.018,1.0,1.0
1385003,1385,3,960,0,6,25000,44.0,0.009,1.0,1.0
1385004,1385,4,2838,0,6,40000,73.0,0.015,1.0,1.0
1387000,1387,0,847,1,53,0,0.0,0.0,1.0,1.0
1387001,1387,1,2154,0,53,28000,-76.0,-0.016,1.0,1.0
1387002,1387,2,199,0,53,23000,40.0,0.008,1.0,1.0
1387003,1387,3,2838,0,53,40000,19.0,0.004,1.0,1.0
1388000,1388,0,848,1,6,0,0.0,0.0,1.0,1.0
1388001,1388,1,2292,0,6,40000,-32.0,-0.005,1.0,1.0
1388002,1388,2,2838,0,6,40000,-15.0,-0.002,1.0,1.0
1392000,1392,0,852,1,21,0,0.0,0.0,1.0,1.0
1392001,1392,1,468,0,21,50000,-72.0,0.022,1.0,1.0
1395000,1395,0,855,1,49,0,0.0,0.0,1.0,1.0
1395001,1395,1,56,0,49,12000,6.0,-0.002,1.0,1.0
1395002,1395,2,2154,0,49,28000,-10.0,0.003,1.0,1.0
1395003,1395,3,199,0,49,23000,106.0,-0.027,1.0,1.0
1398000,1398,0,858,1,21,0,0.0,0.0,1.0,1.0
1398001,1398,1,468,0,21,50000,-144.0,0.025,1.0,1.0
1417000,1417,0,877,1,3,0,0.0,0.0,1.0,1.0
1417001,1417,1,960,0,3,25000,-20.0,-0.003,1.0,1.0
1417002,1417,2,2292,0,3,40000,-8.0,-0.001,1.0,1.0
1417003,1417,3,2838,0,3,40000,9.0,0.002,1.0,1.0
1418000,1418,0,878,1,6,0,0.0,0.0,1.0,1.0
1418001,1418,1,459,0,6,24000,-36.0,-0.006,1.0,1.0
1418002,1418,2,574,0,6,30000,2.0,0.0,1.0,1.0
1418003,1418,3,960,0,6,25000,-42.0,-0.007,1.0,1.0
1418004,1418,4,2292,0,6,40000,-30.0,-0.005,1.0,1.0
1418005,1418,5,2838,0,6,40000,-13.0,-0.002,1.0,1.0
1426000,1426,0,886,1,26,0,0.0,0.0,1.0,1.0
1426001,1426,1,2154,0,26,28000,14.0,0.003,1.0,1.0
1426002,1426,2,795,0,26,60000,64.0,0.014,1.0,1.0
1428000,1428,0,888,1,52,0,0.0,0.0,1.0,1.0
1428001,1428,1,2154,0,52,28000,-22.0,-0.005,1.0,1.0
1429000,1429,0,889,1,9,0,0.0,0.0,1.0,1.0
1429001,1429,1,2262,0,9,20000,-110.0,-0.021,1.0,1.0
1429002,1429,2,3608,0,9,20000,139.0,0.026,1.0,1.0
1429003,1429,3,1022,0,9,25000,-77.3,-0.015,1.0,1.0
1429004,1429,4,50,0,9,50000,-30.0,-0.006,1.0,1.0
1429005,1429,5,3646,0,9,75000,10.0,0.002,1.0,1.0
1435000,1435,0,895,1,52,0,0.0,0.0,1.0,1.0
1435001,1435,1,56,0,52,12000,18.0,-0.007,1.0,1.0
1435002,1435,2,118,0,52,15000,12.0,-0.005,1.0,1.0
1435003,1435,3,783,0,52,22000,12.0,-0.005,1.0,1.0
1435004,1435,4,2846,0,52,28000,2.0,-0.001,1.0,1.0
1435005,1435,5,2658,0,52,34000,97.0,-0.036,1.0,1.0
1459000,1459,0,919,1,9,0,0.0,0.0,1.0,1.0
1459001,1459,1,2262,0,9,20000,-60.0,-0.012,1.0,1.0
1459002,1459,2,3608,0,9,20000,189.0,0.037,1.0,1.0
1459003,1459,3,1022,0,9,25000,-27.3,-0.005,1.0,1.0
1459004,1459,4,3646,0,9,75000,60.0,0.012,1.0,1.0
1460000,1460,0,920,1,14,0,0.0,0.0,1.0,1.0
1460001,1460,1,2262,0,14,20000,-63.0,-0.007,1.0,1.0
1460002,1460,2,3608,0,14,20000,186.0,0.02,1.0,1.0
1460003,1460,3,1022,0,14,25000,-30.3,-0.003,1.0,1.0
1460004,1460,4,1115,0,14,25000,20.0,0.002,1.0,1.0
1460005,1460,5,858,0,14,50000,17.0,0.002,1.0,1.0
1460006,1460,6,50,0,14,50000,17.0,0.002,1.0,1.0
1460007,1460,7,2794,0,14,50000,-83.0,-0.009,1.0,1.0
1460008,1460,8,3067,0,14,75000,17.0,0.002,1.0,1.0
1477000,1477,0,937,1,14,0,0.0,0.0,1.0,1.0
1477001,1477,1,732,0,14,33000,-12.0,-0.002,1.0,1.0
1477002,1477,2,136,0,14,10000,-4.0,-0.001,1.0,1.0
1477003,1477,3,2262,0,14,20000,28.0,0.004,1.0,1.0
1477004,1477,4,1115,0,14,25000,111.0,0.016,1.0,1.0
1477005,1477,5,3067,0,14,75000,108.0,0.016,1.0,1.0
1482000,1482,0,942,1,76,0,0.0,0.0,1.0,1.0
1482001,1482,1,2262,0,76,20000,-45.0,-0.01,1.0,1.0
1482002,1482,2,418,0,76,33000,101.0,0.024,1.0,1.0
1482003,1482,3,3608,0,76,20000,204.0,0.048,1.0,1.0
1482004,1482,4,1022,0,76,25000,-12.3,-0.003,1.0,1.0
1482005,1482,5,858,0,76,50000,35.0,0.008,1.0,1.0
1486000,1486,0,946,1,14,0,0.0,0.0,1.0,1.0
1486001,1486,1,56,0,14,12000,18.0,0.006,1.0,1.0
1486002,1486,2,2154,0,14,28000,2.0,0.001,1.0,1.0
1486003,1486,3,136,0,14,10000,40.0,0.013,1.0,1.0
1496000,1496,0,956,1,19,0,0.0,0.0,1.0,1.0
1496001,1496,1,2292,0,19,40000,-24.0,-0.004,1.0,1.0
1496002,1496,2,468,0,19,50000,-96.0,-0.016,1.0,1.0
1496003,1496,3,50,0,19,50000,48.0,0.008,1.0,1.0
1496004,1496,4,2838,0,19,40000,-7.0,-0.001,1.0,1.0
1500000,1500,0,960,1,28,0,0.0,0.0,1.0,1.0
1500001,1500,1,2292,0,28,40000,12.0,0.002,1.0,1.0
1517000,1517,0,977,1,49,0,0.0,0.0,1.0,1.0
1517001,1517,1,2154,0,49,28000,-45.0,-0.009,1.0,1.0
1517002,1517,2,199,0,49,23000,71.0,0.015,1.0,1.0
1517003,1517,3,2838,0,49,40000,50.0,0.01,1.0,1.0
1522000,1522,0,982,1,88,0,0.0,0.0,1.0,1.0
1522001,1522,1,2262,0,88,20000,41.0,0.007,1.0,1.0
1522002,1522,2,2794,0,88,50000,21.0,0.003,1.0,1.0
1522003,1522,3,3067,0,88,75000,121.0,0.019,1.0,1.0
1523000,1523,0,983,1,24,0,0.0,0.0,1.0,1.0
1523001,1523,1,1112,0,24,38000,-63.0,0.016,1.0,1.0
1523002,1523,2,960,0,24,25000,33.0,-0.008,1.0,1.0
1523003,1523,3,2292,0,24,40000,45.0,-0.011,1.0,1.0
1525000,1525,0,985,1,28,0,0.0,0.0,1.0,1.0
1529000,1529,0,989,1,14,0,0.0,0.0,1.0,1.0
1529001,1529,1,732,0,14,33000,15.0,0.004,1.0,1.0
1529002,1529,2,136,0,14,10000,23.0,0.007,1.0,1.0
1529003,1529,3,2262,0,14,20000,55.0,0.016,1.0,1.0
1530000,1530,0,990,1,14,0,0.0,0.0,1.0,1.0
1530001,1530,1,2262,0,14,20000,-38.0,-0.008,1.0,1.0
1530002,1530,2,3067,0,14,75000,42.0,0.009,1.0,1.0
1531000,1531,0,991,1,80,0,0.0,0.0,1.0,1.0
1531001,1531,1,2262,0,80,20000,-60.0,-0.008,1.0,1.0
1531002,1531,2,3608,0,80,20000,189.0,0.025,1.0,1.0
1531003,1531,3,1022,0,80,25000,-27.3,-0.004,1.0,1.0
1531004,1531,4,858,0,80,50000,20.0,0.003,1.0,1.0
1531005,1531,5,50,0,80,50000,20.0,0.003,1.0,1.0
1531006,1531,6,3067,0,80,75000,20.0,0.003,1.0,1.0
1532000,1532,0,992,1,102,0,0.0,0.0,1.0,1.0
1533000,1533,0,993,1,59,0,0.0,0.0,1.0,1.0
1533001,1533,1,2262,0,59,20000,-40.0,-0.01,1.0,1.0
1533002,1533,2,3608,0,59,20000,209.0,0.055,1.0,1.0
1533003,1533,3,1022,0,59,25000,-7.3,-0.002,1.0,1.0
1533004,1533,4,2838,0,59,40000,-15.0,-0.004,1.0,1.0
