Id,Ordinal,Level,IsStock,ManufacturerID,MassDiff,Price,FrontBrakeSize,FrontBrakeSizeMM,FrontBrakeRotorThicknessMM,FrontBrakeDrumDepthMM,FrontBrakeNonSpinningMass,FrontBrakeTypeID,FrontCaliperPistons,RearBrakeSize,RearBrakeSizeMM,RearBrakeRotorThicknessMM,RearBrakeDrumDepthMM,RearBrakeNonSpinningMass,RearBrakeTypeID,RearCaliperPistons,GameFrictionScaleBraking,BrakeTorqueSlider,BrakeBiasSlider,BiasHandbrake,ReleasePointABS,FrontBrakeTorqueClamp,RearBrakeTorqueClamp,DamageModDefID,RequiresGraphics,BrakesProfileID
1219003,1219,3,0,569,-2.0,1950,14,372.8,32.0,50.0,4.0,5,6,14,372.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1220000,1220,1,1,0,0.0,0,14,370.0,35.0,65.0,5.0,3,4,12,310.0,32.0,50.0,4.0,3,2,1.085,0.5,0.5,1.0,0.71,250.0,250.0,7,1,7
1220002,1220,2,0,121,-2.0,1300,15,395.4,35.0,65.0,4.0,4,4,13,335.4,32.0,50.0,4.0,4,2,1.21,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1220003,1220,3,0,121,-4.0,1950,15,381.0,35.0,65.0,4.0,5,6,14,360.8,32.0,50.0,4.0,5,4,1.39,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1231000,1231,0,1,0,0.0,0,13,345.0,32.0,50.0,5.0,2,4,12,310.0,32.0,50.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,14
1231001,1231,1,0,294,-2.0,650,13,345.0,32.0,50.0,5.0,2,4,12,310.0,32.0,50.0,4.0,2,2,1.025,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1231002,1231,2,0,294,-4.0,1300,14,370.4,32.0,50.0,4.0,4,4,13,335.4,32.0,50.0,4.0,4,2,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1231003,1231,3,0,294,-5.0,1950,15,395.8,32.0,50.0,4.0,5,6,14,360.8,32.0,50.0,4.0,5,4,1.385,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1234000,1234,3,1,0,0.0,0,13,350.0,35.0,65.0,4.0,5,6,13,350.0,35.0,65.0,4.0,5,4,1.34,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1246000,1246,2,1,0,0.0,0,14,356.0,35.0,65.0,4.0,3,6,14,356.0,35.0,65.0,4.0,3,6,1.135,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1246003,1246,3,0,596,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.39,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1260000,1260,3,1,0,0.0,0,15,390.0,35.0,65.0,4.0,5,6,14,360.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1268000,1268,1,1,0,0.0,0,12,314.0,32.0,50.0,5.0,2,2,12,312.0,32.0,50.0,4.0,2,2,1.01,0.5,0.5,1.0,0.71,250.0,250.0,7,1,7
1268002,1268,2,0,118,-2.0,1300,13,339.4,32.0,50.0,4.0,4,4,13,337.4,32.0,50.0,4.0,4,2,1.19,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1268003,1268,3,0,118,-4.0,1950,14,364.8,32.0,50.0,4.0,5,6,14,362.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1269000,1269,0,1,0,0.0,0,10,256.0,28.0,35.0,5.0,2,4,9,250.0,28.0,35.0,4.0,1,2,0.96,0.5,0.5,1.0,0.71,250.0,250.0,7,1,10
1269001,1269,1,0,118,-2.0,650,10,256.0,28.0,35.0,5.0,2,4,9,250.0,28.0,35.0,4.0,1,2,0.985,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1269002,1269,2,0,118,-4.0,1300,11,281.4,28.0,35.0,4.0,4,4,10,275.4,28.0,35.0,4.0,4,2,1.18,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1269003,1269,3,0,118,-5.0,1950,12,306.8,28.0,35.0,4.0,5,6,11,300.8,28.0,35.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1270000,1270,0,1,0,0.0,0,10,254.0,28.0,35.0,5.0,2,2,10,267.0,28.0,35.0,4.0,2,2,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,10
1270001,1270,1,0,609,-2.0,650,10,254.0,28.0,35.0,5.0,2,2,10,267.0,28.0,35.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1270002,1270,2,0,609,-4.0,1300,11,279.4,28.0,35.0,4.0,4,4,11,292.4,28.0,35.0,4.0,4,2,1.17,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1270003,1270,3,0,609,-5.0,1950,12,304.8,28.0,35.0,4.0,5,6,12,317.8,28.0,35.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1271000,1271,0,1,0,0.0,0,11,298.0,28.0,35.0,5.0,2,2,11,286.0,28.0,35.0,4.0,2,2,0.985,0.5,0.5,1.0,0.71,250.0,250.0,7,1,11
1271001,1271,1,0,142,-2.0,650,11,298.0,28.0,35.0,5.0,2,2,11,286.0,28.0,35.0,4.0,2,2,1.01,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1271002,1271,2,0,142,-4.0,1300,12,323.4,28.0,35.0,4.0,4,4,12,311.4,28.0,35.0,4.0,4,2,1.18,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1271003,1271,3,0,142,-5.0,1950,13,348.8,28.0,35.0,4.0,5,6,13,336.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1272000,1272,1,1,0,0.0,0,10,278.0,28.0,35.0,5.0,2,2,10,273.0,28.0,35.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,20
1272002,1272,2,0,167,-2.0,1300,11,303.4,28.0,35.0,4.0,4,4,11,298.4,28.0,35.0,4.0,4,2,1.18,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1272003,1272,3,0,167,-4.0,1950,12,328.8,28.0,35.0,4.0,5,6,12,323.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1273000,1273,1,1,0,0.0,0,10,262.0,28.0,35.0,5.0,2,2,9,239.0,25.0,25.0,4.0,2,2,0.995,0.5,0.5,1.0,0.71,250.0,250.0,7,1,12
1273002,1273,2,0,180,-2.0,1300,11,287.4,28.0,35.0,4.0,4,4,10,264.4,25.0,25.0,4.0,4,2,1.165,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1273003,1273,3,0,180,-4.0,1950,12,312.8,28.0,35.0,4.0,5,6,11,289.8,25.0,25.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1276000,1276,0,1,0,0.0,0,10,279.0,28.0,35.0,5.0,2,2,9,241.0,25.0,25.0,4.0,1,2,0.945,0.5,0.5,1.0,0.71,250.0,250.0,7,1,16
1276001,1276,1,0,240,-2.0,650,10,279.0,28.0,35.0,5.0,2,2,9,241.0,25.0,25.0,4.0,1,2,0.97,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1276002,1276,2,0,240,-4.0,1300,11,304.4,28.0,35.0,4.0,4,4,10,266.4,25.0,25.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1276003,1276,3,0,240,-5.0,1950,12,329.8,28.0,35.0,4.0,5,6,11,291.8,25.0,25.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1277000,1277,0,1,0,0.0,0,10,279.0,28.0,35.0,5.0,2,2,10,254.0,28.0,35.0,4.0,1,2,0.95,0.5,0.5,1.0,0.71,250.0,250.0,7,1,16
1277001,1277,1,0,0,-2.0,650,10,279.0,28.0,35.0,5.0,2,2,10,254.0,28.0,35.0,4.0,1,2,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1277002,1277,2,0,0,-4.0,1300,11,304.4,28.0,35.0,4.0,4,4,11,279.4,28.0,35.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1277003,1277,3,0,0,-5.0,1950,12,329.8,28.0,35.0,4.0,5,6,12,304.8,28.0,35.0,4.0,5,4,1.365,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1282000,1282,1,1,0,0.0,0,9,248.0,25.0,25.0,5.0,2,2,10,256.0,28.0,35.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,6
1282002,1282,2,0,206,-2.0,1300,10,273.4,25.0,25.0,4.0,4,4,11,281.4,28.0,35.0,4.0,4,2,1.17,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1282003,1282,3,0,206,-4.0,1950,11,298.8,25.0,25.0,4.0,5,6,12,306.8,28.0,35.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1285000,1285,0,1,0,0.0,0,9,241.0,25.0,25.0,5.0,1,2,9,241.0,25.0,25.0,4.0,1,2,0.915,0.5,0.5,1.0,0.71,250.0,250.0,7,1,16
1285001,1285,1,0,240,-2.0,650,9,241.0,25.0,25.0,5.0,1,2,9,241.0,25.0,25.0,4.0,1,2,0.94,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1285002,1285,2,0,240,-4.0,1300,10,266.4,25.0,25.0,4.0,4,4,10,266.4,25.0,25.0,4.0,4,2,1.17,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1285003,1285,3,0,240,-5.0,1950,11,291.8,25.0,25.0,4.0,5,6,11,291.8,25.0,25.0,4.0,5,4,1.35,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1291000,1291,0,1,0,0.0,0,10,277.0,28.0,35.0,5.0,2,2,9,241.0,25.0,25.0,4.0,1,0,0.945,0.5,0.5,1.0,0.71,250.0,250.0,7,1,16
1291001,1291,1,0,35,-2.0,650,10,277.0,28.0,35.0,5.0,2,2,9,241.0,25.0,25.0,4.0,1,0,0.97,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1291002,1291,2,0,35,-4.0,1300,11,302.4,28.0,35.0,4.0,4,4,10,266.4,25.0,25.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1291003,1291,3,0,35,-5.0,1950,12,327.8,28.0,35.0,4.0,5,6,11,291.8,25.0,25.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1293000,1293,0,1,0,0.0,0,11,283.0,28.0,35.0,5.0,2,4,10,273.0,28.0,35.0,4.0,2,2,0.99,0.5,0.5,1.0,0.71,250.0,250.0,7,1,4
1293001,1293,1,0,167,-2.0,650,11,283.0,28.0,35.0,5.0,2,4,10,273.0,28.0,35.0,4.0,2,2,1.015,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1293002,1293,2,0,167,-4.0,1300,12,308.4,28.0,35.0,4.0,4,4,11,298.4,28.0,35.0,4.0,4,2,1.19,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1293003,1293,3,0,167,-5.0,1950,13,333.8,28.0,35.0,4.0,5,6,12,323.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1296000,1296,1,1,0,0.0,0,11,300.0,32.0,50.0,5.0,2,4,10,278.0,28.0,35.0,4.0,2,2,1.015,0.5,0.5,1.0,0.71,250.0,250.0,7,1,4
1296002,1296,2,0,25,-2.0,1300,12,325.4,32.0,50.0,4.0,4,4,11,303.4,28.0,35.0,4.0,4,2,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1296003,1296,3,0,25,-4.0,1950,13,350.8,32.0,50.0,4.0,5,6,12,328.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1297000,1297,0,1,0,0.0,0,10,274.0,28.0,35.0,5.0,2,2,10,264.0,28.0,35.0,4.0,2,2,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,6
1297001,1297,1,0,116,-2.0,650,10,274.0,28.0,35.0,5.0,2,2,10,264.0,28.0,35.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1297002,1297,2,0,116,-4.0,1300,11,299.4,28.0,35.0,4.0,4,4,11,289.4,28.0,35.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1297003,1297,3,0,116,-5.0,1950,12,324.8,28.0,35.0,4.0,5,6,12,314.8,28.0,35.0,4.0,5,4,1.365,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1299000,1299,1,1,0,0.0,0,10,262.0,28.0,35.0,5.0,2,4,11,280.0,28.0,35.0,4.0,2,2,1.01,0.5,0.5,1.0,0.71,250.0,250.0,7,1,21
1299002,1299,2,0,262,-2.0,1300,11,287.4,28.0,35.0,4.0,4,4,12,305.4,28.0,35.0,4.0,4,2,1.19,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1299003,1299,3,0,262,-4.0,1950,12,312.8,28.0,35.0,4.0,5,6,13,330.8,28.0,35.0,4.0,5,4,1.365,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1300000,1300,0,1,0,0.0,0,10,256.0,28.0,35.0,5.0,1,2,10,279.0,28.0,35.0,4.0,1,2,0.925,0.5,0.5,1.0,0.71,250.0,250.0,7,1,17
1300001,1300,1,0,35,-2.0,650,10,256.0,28.0,35.0,5.0,1,2,10,279.0,28.0,35.0,4.0,1,2,0.95,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1300002,1300,2,0,35,-4.0,1300,11,281.4,28.0,35.0,4.0,4,4,11,304.4,28.0,35.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1300003,1300,3,0,35,-5.0,1950,12,306.8,28.0,35.0,4.0,5,6,12,329.8,28.0,35.0,4.0,5,4,1.365,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1301000,1301,0,1,0,0.0,0,12,305.0,32.0,50.0,5.0,2,4,12,305.0,32.0,50.0,4.0,2,4,1.005,0.5,0.5,1.0,0.71,250.0,250.0,7,1,9
1301001,1301,1,0,220,-2.0,650,12,305.0,32.0,50.0,5.0,2,4,12,305.0,32.0,50.0,4.0,2,4,1.03,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1301002,1301,2,0,220,-4.0,1300,13,330.4,32.0,50.0,4.0,4,4,13,330.4,32.0,50.0,4.0,4,4,1.21,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1301003,1301,3,0,220,-5.0,1950,14,355.8,32.0,50.0,4.0,5,6,14,355.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1302000,1302,0,1,0,0.0,0,9,244.0,25.0,25.0,5.0,2,2,9,229.0,25.0,25.0,4.0,1,2,0.94,0.5,0.5,1.0,0.71,250.0,250.0,7,1,21
1302001,1302,1,0,167,-2.0,650,9,244.0,25.0,25.0,5.0,2,2,9,229.0,25.0,25.0,4.0,1,2,0.965,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1302002,1302,2,0,167,-4.0,1300,10,269.4,25.0,25.0,4.0,4,4,10,254.4,25.0,25.0,4.0,4,2,1.165,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1302003,1302,3,0,167,-5.0,1950,11,294.8,25.0,25.0,4.0,5,6,11,279.8,25.0,25.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1304000,1304,1,1,0,0.0,0,14,360.0,35.0,65.0,5.0,3,6,12,330.0,32.0,50.0,4.0,3,4,1.1,0.5,0.5,1.0,0.71,250.0,250.0,7,1,24
1304002,1304,2,0,192,-2.0,1300,15,385.4,35.0,65.0,4.0,4,6,13,355.4,32.0,50.0,4.0,4,4,1.23,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1304003,1304,3,0,192,-4.0,1950,15,381.0,35.0,65.0,4.0,5,6,14,380.8,32.0,50.0,4.0,5,4,1.395,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1314000,1314,2,1,0,0.0,0,13,332.0,32.0,50.0,4.0,3,4,12,305.0,32.0,50.0,4.0,3,4,1.115,0.5,0.5,1.0,0.71,250.0,250.0,7,1,2
1314003,1314,3,0,193,-2.0,1950,15,382.8,32.0,50.0,4.0,5,6,14,355.8,32.0,50.0,4.0,5,4,1.385,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1318000,1318,0,1,0,0.0,0,11,287.0,28.0,35.0,5.0,2,4,11,294.0,28.0,35.0,4.0,2,4,1.005,0.5,0.5,1.0,0.71,250.0,250.0,7,1,11
1318001,1318,1,0,142,-2.0,650,11,287.0,28.0,35.0,5.0,2,4,11,294.0,28.0,35.0,4.0,2,4,1.03,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1318002,1318,2,0,142,-4.0,1300,12,312.4,28.0,35.0,4.0,4,4,12,319.4,28.0,35.0,4.0,4,4,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1318003,1318,3,0,142,-5.0,1950,13,337.8,28.0,35.0,4.0,5,6,13,344.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1319000,1319,3,1,0,0.0,0,15,399.0,35.0,65.0,4.0,5,6,14,360.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,25
1320000,1320,0,1,0,0.0,0,11,289.0,28.0,35.0,5.0,2,2,11,296.0,28.0,35.0,4.0,1,2,0.96,0.5,0.5,1.0,0.71,250.0,250.0,7,1,16
1320001,1320,1,0,167,-2.0,650,11,289.0,28.0,35.0,5.0,2,2,11,296.0,28.0,35.0,4.0,1,2,0.985,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1320002,1320,2,0,167,-4.0,1300,12,314.4,28.0,35.0,4.0,4,4,12,321.4,28.0,35.0,4.0,4,2,1.18,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1320003,1320,3,0,167,-5.0,1950,13,339.8,28.0,35.0,4.0,5,6,13,346.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1322000,1322,2,1,0,0.0,0,14,365.0,35.0,65.0,4.0,2,8,14,356.0,35.0,65.0,4.0,2,4,1.09,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1322003,1322,3,0,54,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.395,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1323000,1323,1,1,0,0.0,0,12,330.0,32.0,50.0,5.0,2,4,12,320.0,32.0,50.0,4.0,2,2,1.03,0.5,0.5,1.0,0.71,250.0,250.0,7,1,23
1323002,1323,2,0,297,-2.0,1300,13,355.4,32.0,50.0,4.0,4,4,13,345.4,32.0,50.0,4.0,4,2,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1323003,1323,3,0,297,-4.0,1950,14,380.8,32.0,50.0,4.0,5,6,14,370.8,32.0,50.0,4.0,5,4,1.385,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1328000,1328,3,1,0,0.0,0,15,400.0,35.0,65.0,4.0,5,8,14,380.0,35.0,65.0,4.0,5,6,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,3
1329000,1329,0,1,0,0.0,0,10,279.0,28.0,35.0,5.0,2,2,9,241.0,25.0,25.0,4.0,1,2,0.945,0.5,0.5,1.0,0.71,250.0,250.0,7,1,16
1329001,1329,1,0,18,-2.0,650,10,279.0,28.0,35.0,5.0,2,2,9,241.0,25.0,25.0,4.0,1,2,0.97,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1329002,1329,2,0,18,-4.0,1300,11,304.4,28.0,35.0,4.0,4,4,10,266.4,25.0,25.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1329003,1329,3,0,18,-5.0,1950,12,329.8,28.0,35.0,4.0,5,6,11,291.8,25.0,25.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1330000,1330,0,1,0,0.0,0,11,280.0,28.0,35.0,5.0,2,2,9,241.0,25.0,25.0,4.0,1,2,0.945,0.5,0.5,1.0,0.71,250.0,250.0,7,1,11
1330001,1330,1,0,35,-2.0,650,11,280.0,28.0,35.0,5.0,2,2,9,241.0,25.0,25.0,4.0,1,2,0.97,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1330002,1330,2,0,35,-4.0,1300,12,305.4,28.0,35.0,4.0,4,4,10,266.4,25.0,25.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1330003,1330,3,0,35,-5.0,1950,13,330.8,28.0,35.0,4.0,5,6,11,291.8,25.0,25.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1332000,1332,0,1,0,0.0,0,10,279.0,28.0,35.0,5.0,2,2,10,254.0,28.0,35.0,4.0,1,2,0.95,0.5,0.5,1.0,0.71,250.0,250.0,7,1,11
1332001,1332,1,0,160,-2.0,650,10,279.0,28.0,35.0,5.0,2,2,10,254.0,28.0,35.0,4.0,1,2,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1332002,1332,2,0,160,-4.0,1300,11,304.4,28.0,35.0,4.0,4,4,11,279.4,28.0,35.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1332003,1332,3,0,160,-5.0,1950,12,329.8,28.0,35.0,4.0,5,6,12,304.8,28.0,35.0,4.0,5,4,1.365,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1345000,1345,0,1,0,0.0,0,12,305.0,32.0,50.0,5.0,2,4,12,305.0,32.0,50.0,4.0,2,4,1.005,0.5,0.5,1.0,0.71,250.0,250.0,7,1,28
1345001,1345,1,0,0,-2.0,650,12,305.0,32.0,50.0,5.0,2,4,12,305.0,32.0,50.0,4.0,2,4,1.03,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1345002,1345,2,0,0,-4.0,1300,13,330.4,32.0,50.0,4.0,4,4,13,330.4,32.0,50.0,4.0,4,4,1.21,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1345003,1345,3,0,0,-5.0,1950,14,355.8,32.0,50.0,4.0,5,6,14,355.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1350000,1350,1,1,0,0.0,0,15,396.0,35.0,65.0,5.0,2,4,15,386.0,35.0,65.0,4.0,2,2,1.045,0.5,0.5,1.0,0.71,250.0,250.0,7,1,27
1350002,1350,2,0,118,-2.0,1300,15,381.0,35.0,65.0,4.0,4,4,15,381.0,35.0,65.0,4.0,4,2,1.225,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1350003,1350,3,0,118,-4.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.41,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1351000,1351,0,1,0,0.0,0,10,274.0,28.0,35.0,5.0,2,2,11,289.0,28.0,35.0,4.0,2,2,0.98,0.5,0.5,1.0,0.71,250.0,250.0,7,1,6
1351001,1351,1,0,268,-2.0,650,10,274.0,28.0,35.0,5.0,2,2,11,289.0,28.0,35.0,4.0,2,2,1.005,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1351002,1351,2,0,268,-4.0,1300,11,299.4,28.0,35.0,4.0,4,4,12,314.4,28.0,35.0,4.0,4,2,1.18,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1351003,1351,3,0,268,-5.0,1950,12,324.8,28.0,35.0,4.0,5,6,13,339.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1355000,1355,0,1,0,0.0,0,11,288.0,28.0,35.0,5.0,2,4,10,254.0,28.0,35.0,4.0,1,2,0.965,0.5,0.5,1.0,0.71,250.0,250.0,7,1,16
1355001,1355,1,0,167,-2.0,650,11,288.0,28.0,35.0,5.0,2,4,10,254.0,28.0,35.0,4.0,1,2,0.99,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1355002,1355,2,0,167,-4.0,1300,12,313.4,28.0,35.0,4.0,4,4,11,279.4,28.0,35.0,4.0,4,2,1.185,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1355003,1355,3,0,167,-5.0,1950,13,338.8,28.0,35.0,4.0,5,6,12,304.8,28.0,35.0,4.0,5,4,1.365,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1367000,1367,1,1,0,0.0,0,13,345.0,32.0,50.0,5.0,2,2,12,327.0,32.0,50.0,4.0,2,2,1.02,0.5,0.5,1.0,0.71,250.0,250.0,7,1,4
1367002,1367,2,0,118,-2.0,1300,14,370.4,32.0,50.0,4.0,4,4,13,352.4,32.0,50.0,4.0,4,2,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1367003,1367,3,0,118,-4.0,1950,15,395.8,32.0,50.0,4.0,5,6,14,377.8,32.0,50.0,4.0,5,4,1.385,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1368000,1368,1,1,0,0.0,0,11,300.0,32.0,50.0,5.0,2,2,11,284.0,28.0,35.0,4.0,2,2,1.01,0.5,0.5,1.0,0.71,250.0,250.0,7,1,4
1368002,1368,2,0,118,-2.0,1300,12,325.4,32.0,50.0,4.0,4,4,12,309.4,28.0,35.0,4.0,4,2,1.18,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1368003,1368,3,0,118,-4.0,1950,13,350.8,32.0,50.0,4.0,5,6,13,334.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1369000,1369,3,1,0,0.0,0,14,380.0,35.0,65.0,4.0,5,6,14,380.0,35.0,65.0,4.0,5,4,1.35,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1370000,1370,1,1,0,0.0,0,11,304.0,32.0,50.0,5.0,2,4,11,299.0,28.0,35.0,4.0,2,4,1.03,0.5,0.5,1.0,0.71,250.0,250.0,7,1,4
1370002,1370,2,0,121,-2.0,1300,12,329.4,32.0,50.0,4.0,4,4,12,324.4,28.0,35.0,4.0,4,4,1.21,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
1370003,1370,3,0,121,-4.0,1950,13,354.8,32.0,50.0,4.0,5,6,13,349.8,28.0,35.0,4.0,5,4,1.375,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1372000,1372,0,1,0,0.0,0,17,457.0,36.0,65.0,5.0,1,2,17,457.0,36.0,65.0,4.0,1,2,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,11
1372001,1372,1,0,115,-2.0,650,17,457.0,36.0,65.0,5.0,1,2,17,457.0,36.0,65.0,4.0,1,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
1372002,1372,3,0,115,-5.0,1950,15,381.0,36.0,65.0,4.0,5,6,15,381.0,36.0,65.0,4.0,5,4,1.43,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
1376000,1376,1,1,0,0.0,0,11,282.0,28.0,35.0,5.0,3,2,11,282.0,28.0,35.0,4.0,3,2,1.06,0.5,0.5,1.0,0.71,250.0,250.0,7,1,3
